,primaryName_y,freq,Name
54,Jordan Brower,2,Randall Emmett
57,Nickolas Perry,2,Randall Emmett
59,George Furla,51,Randall Emmett
69,Arthur Chang,2,Randall Emmett
71,Christian Slater,2,Randall Emmett
72,Val Kilmer,4,Randall Emmett
78,George Furla,51,Randall Emmett
79,Danny Lerner,2,Randall Emmett
83,Arthur Chang,2,Randall Emmett
85,George Furla,51,Randall Emmett
95,George Furla,51,Randall Emmett
97,Val Kilmer,4,Randall Emmett
105,George Furla,51,Randall Emmett
107,Ray Liotta,2,Randall Emmett
108,Willem Dafoe,2,Randall Emmett
115,George Furla,51,Randall Emmett
123,Avi Lerner,6,Randall Emmett
127,Morgan Freeman,3,Randall Emmett
132,Boaz Davidson,3,Randall Emmett
134,George Furla,51,Randall Emmett
135,John Thompson,2,Randall Emmett
137,Al Pacino,4,Randall Emmett
140,Leelee Sobieski,2,Randall Emmett
141,Jon Avnet,2,Randall Emmett
146,Lati Grobman,2,Randall Emmett
150,Seymour Cassel,2,Randall Emmett
157,Willem Dafoe,2,Randall Emmett
159,Seymour Cassel,2,Randall Emmett
166,Avi Lerner,6,Randall Emmett
167,John Cusack,3,Randall Emmett
168,Morgan Freeman,3,Randall Emmett
175,George Furla,51,Randall Emmett
176,John Thompson,2,Randall Emmett
177,Bruce Willis,15,Randall Emmett
184,Avi Lerner,6,Randall Emmett
186,Avi Lerner,6,Randall Emmett
187,Nicolas Cage,4,Randall Emmett
189,Leelee Sobieski,2,Randall Emmett
193,Boaz Davidson,3,Randall Emmett
197,Brian Presley,2,Randall Emmett
204,George Furla,51,Randall Emmett
211,Martin Scorsese,2,Randall Emmett
216,Avi Lerner,6,Randall Emmett
218,50 Cent,10,Randall Emmett
220,Brian Presley,2,Randall Emmett
221,Irwin Winkler,3,Randall Emmett
223,Rob Cowan,2,Randall Emmett
225,George Furla,51,Randall Emmett
234,Boaz Davidson,3,Randall Emmett
236,Avi Lerner,6,Randall Emmett
237,Robert De Niro,4,Randall Emmett
238,Al Pacino,4,Randall Emmett
240,50 Cent,10,Randall Emmett
241,Jon Avnet,2,Randall Emmett
243,Rob Cowan,2,Randall Emmett
245,Lati Grobman,2,Randall Emmett
246,Adam Goldworm,3,Randall Emmett
248,Bruce Willis,15,Randall Emmett
249,John Cusack,3,Randall Emmett
251,Brian A. Miller,7,Randall Emmett
252,Andre Fabrizio,2,Randall Emmett
253,Jeremy Passmore,2,Randall Emmett
255,George Furla,51,Randall Emmett
257,Mark Wahlberg,3,Randall Emmett
258,Taylor Kitsch,2,Randall Emmett
261,Peter Berg,2,Randall Emmett
267,Nicolas Cage,4,Randall Emmett
270,Val Kilmer,4,Randall Emmett
278,Morgan Freeman,3,Randall Emmett
284,Danny Lerner,2,Randall Emmett
286,George Furla,51,Randall Emmett
288,Bruce Willis,15,Randall Emmett
290,Catherine Zeta-Jones,2,Randall Emmett
302,Mark Wahlberg,3,Randall Emmett
304,Catherine Zeta-Jones,2,Randall Emmett
308,Remington Chase,2,Randall Emmett
311,George Furla,51,Randall Emmett
313,Mark Wahlberg,3,Randall Emmett
323,Robert De Niro,4,Randall Emmett
324,Al Pacino,4,Randall Emmett
326,Martin Scorsese,2,Randall Emmett
331,Bob Mori,2,Randall Emmett
334,50 Cent,10,Randall Emmett
336,Brian A. Miller,7,Randall Emmett
342,50 Cent,10,Randall Emmett
343,Val Kilmer,4,Randall Emmett
346,Jessy Terrero,3,Randall Emmett
348,George Furla,51,Randall Emmett
350,Ben Zarai,2,Randall Emmett
351,Bob Mori,2,Randall Emmett
352,50 Cent,10,Randall Emmett
353,Ray Liotta,2,Randall Emmett
357,Brian A. Miller,7,Randall Emmett
363,George Furla,51,Randall Emmett
366,Christian Slater,2,Randall Emmett
367,Ambyr Childers,3,Randall Emmett
373,George Furla,51,Randall Emmett
376,50 Cent,10,Randall Emmett
377,Bruce Willis,15,Randall Emmett
383,George Furla,51,Randall Emmett
396,50 Cent,10,Randall Emmett
397,Robert De Niro,4,Randall Emmett
398,Forest Whitaker,2,Randall Emmett
400,Jessy Terrero,3,Randall Emmett
403,George Furla,51,Randall Emmett
405,Ben Zarai,2,Randall Emmett
409,Forest Whitaker,2,Randall Emmett
417,Bruce Willis,15,Randall Emmett
423,50 Cent,10,Randall Emmett
426,Nicolas Cage,4,Randall Emmett
428,John Cusack,3,Randall Emmett
431,50 Cent,10,Randall Emmett
432,Remington Chase,2,Randall Emmett
437,George Furla,51,Randall Emmett
444,George Furla,51,Randall Emmett
445,Jessy Terrero,3,Randall Emmett
447,50 Cent,10,Randall Emmett
457,George Furla,51,Randall Emmett
461,George Furla,51,Randall Emmett
464,George Furla,51,Randall Emmett
467,George Furla,51,Randall Emmett
468,Wayne Marc Godfrey,2,Randall Emmett
469,Robert De Niro,4,Randall Emmett
471,Dave Bautista,3,Randall Emmett
472,Kate Bosworth,2,Randall Emmett
475,Max Adams,3,Randall Emmett
477,George Furla,51,Randall Emmett
478,Adam Goldworm,3,Randall Emmett
480,Bruce Willis,15,Randall Emmett
481,Ambyr Childers,3,Randall Emmett
482,Johnathon Schaech,3,Randall Emmett
483,Brian A. Miller,7,Randall Emmett
484,Andre Fabrizio,2,Randall Emmett
485,Jeremy Passmore,2,Randall Emmett
487,George Furla,51,Randall Emmett
490,Nicky Whelan,2,Randall Emmett
491,Nicolas Cage,4,Randall Emmett
496,George Furla,51,Randall Emmett
497,Wayne Marc Godfrey,2,Randall Emmett
500,George Furla,51,Randall Emmett
501,Mark Stewart,5,Randall Emmett
502,Sylvester Stallone,2,Randall Emmett
503,Meadow Williams,3,Randall Emmett
506,Brian A. Miller,7,Randall Emmett
509,George Furla,51,Randall Emmett
511,George Furla,51,Randall Emmett
512,Bruce Willis,15,Randall Emmett
514,Dave Bautista,3,Randall Emmett
516,Steven C. Miller,4,Randall Emmett
522,Kate Bosworth,2,Randall Emmett
523,Hayden Christensen,2,Randall Emmett
526,Michael Polish,2,Randall Emmett
530,George Furla,51,Randall Emmett
531,Bruce Willis,15,Randall Emmett
535,George Furla,51,Randall Emmett
538,Adam Goldworm,3,Randall Emmett
539,Bruce Willis,15,Randall Emmett
543,Steven C. Miller,4,Randall Emmett
544,Max Adams,3,Randall Emmett
547,George Furla,51,Randall Emmett
560,George Furla,51,Randall Emmett
561,Irwin Winkler,3,Randall Emmett
563,Bruce Willis,15,Randall Emmett
567,Max Adams,3,Randall Emmett
571,George Furla,51,Randall Emmett
572,Taylor Kitsch,2,Randall Emmett
573,Peter Berg,2,Randall Emmett
575,George Furla,51,Randall Emmett
576,Irwin Winkler,3,Randall Emmett
580,George Furla,51,Randall Emmett
582,Bruce Willis,15,Randall Emmett
583,Hayden Christensen,2,Randall Emmett
586,Steven C. Miller,4,Randall Emmett
589,George Furla,51,Randall Emmett
590,Mark Stewart,5,Randall Emmett
591,George Furla,51,Randall Emmett
598,Ambyr Childers,3,Randall Emmett
601,George Furla,51,Randall Emmett
602,Sylvester Stallone,2,Randall Emmett
603,Dave Bautista,3,Randall Emmett
606,Steven C. Miller,4,Randall Emmett
612,Bruce Willis,15,Randall Emmett
613,Frank Grillo,2,Randall Emmett
614,Johnathon Schaech,3,Randall Emmett
616,Brian A. Miller,7,Randall Emmett
619,George Furla,51,Randall Emmett
620,Mark Stewart,5,Randall Emmett
621,Mark Stewart,5,Randall Emmett
622,Bruce Willis,15,Randall Emmett
630,George Furla,51,Randall Emmett
631,George Furla,51,Randall Emmett
632,Al Pacino,4,Randall Emmett
633,Lala Kent,2,Randall Emmett
634,Meadow Williams,3,Randall Emmett
636,Michael Polish,2,Randall Emmett
641,Frank Grillo,2,Randall Emmett
650,George Furla,51,Randall Emmett
651,George Furla,51,Randall Emmett
652,Lala Kent,2,Randall Emmett
662,Bruce Willis,15,Randall Emmett
664,Meadow Williams,3,Randall Emmett
666,Brian A. Miller,7,Randall Emmett
670,George Furla,51,Randall Emmett
672,Bruce Willis,15,Randall Emmett
673,Nicky Whelan,2,Randall Emmett
679,George Furla,51,Randall Emmett
680,Mark Stewart,5,Randall Emmett
11,Nicolas Cage,3,Eva Mendes
28,Neal H. Moritz,2,Eva Mendes
39,Neal H. Moritz,2,Eva Mendes
82,Mark Wahlberg,2,Eva Mendes
87,Nick Wechsler,2,Eva Mendes
111,Nicolas Cage,3,Eva Mendes
115,Werner Herzog,2,Eva Mendes
127,Nick Wechsler,2,Eva Mendes
132,Mark Wahlberg,2,Eva Mendes
160,Caroline Champetier,2,Eva Mendes
161,Denis Lavant,2,Eva Mendes
165,Leos Carax,2,Eva Mendes
170,Nicolas Cage,3,Eva Mendes
172,Werner Herzog,2,Eva Mendes
180,Leos Carax,2,Eva Mendes
181,Caroline Champetier,2,Eva Mendes
182,Denis Lavant,2,Eva Mendes
12,Jürgen Prochnow,2,Michael De Luca
24,Jürgen Prochnow,2,Michael De Luca
26,John Wagner,2,Michael De Luca
31,Nicolas Cage,2,Michael De Luca
55,Alissa Phillips,3,Michael De Luca
63,Peter Steinfeld,2,Michael De Luca
65,Ben Mezrich,2,Michael De Luca
66,Dana Brunetti,9,Michael De Luca
72,John Wagner,2,Michael De Luca
77,Jake Gyllenhaal,2,Michael De Luca
79,Tobey Maguire,2,Michael De Luca
90,Julie Yorn,2,Michael De Luca
111,Ramin Djawadi,2,Michael De Luca
124,Jonah Hill,2,Michael De Luca
128,Aaron Sorkin,2,Michael De Luca
131,Peter Steinfeld,2,Michael De Luca
135,Tobey Maguire,2,Michael De Luca
138,Andrew Garfield,2,Michael De Luca
142,Aaron Sorkin,2,Michael De Luca
143,Ben Mezrich,2,Michael De Luca
144,Dana Brunetti,9,Michael De Luca
158,Alissa Phillips,3,Michael De Luca
161,Jonah Hill,2,Michael De Luca
171,Lisa Joy,2,Michael De Luca
183,Ramin Djawadi,2,Michael De Luca
194,Nicolas Cage,2,Michael De Luca
212,Dana Brunetti,9,Michael De Luca
215,Dana Brunetti,9,Michael De Luca
221,Chris Pratt,2,Michael De Luca
236,Dana Brunetti,9,Michael De Luca
238,Julie Yorn,2,Michael De Luca
240,Michael Roberts,2,Michael De Luca
241,Michael Roberts,2,Michael De Luca
245,Alissa Phillips,3,Michael De Luca
247,Dakota Johnson,3,Michael De Luca
248,Jamie Dornan,3,Michael De Luca
250,Eloise Mumford,3,Michael De Luca
253,E.L. James,3,Michael De Luca
254,Dana Brunetti,9,Michael De Luca
259,Stephen L'Heureux,2,Michael De Luca
272,Lisa Joy,2,Michael De Luca
281,Patrick McKay,2,Michael De Luca
282,John D. Payne,2,Michael De Luca
290,Mike Jackson,2,Michael De Luca
294,Marcus Viscidi,3,Michael De Luca
295,Dakota Johnson,3,Michael De Luca
296,Jamie Dornan,3,Michael De Luca
297,Eric Johnson,2,Michael De Luca
298,Eloise Mumford,3,Michael De Luca
299,James Foley,2,Michael De Luca
300,Niall Leonard,2,Michael De Luca
301,E.L. James,3,Michael De Luca
302,Dana Brunetti,9,Michael De Luca
304,Marcus Viscidi,3,Michael De Luca
305,Dakota Johnson,3,Michael De Luca
306,Jamie Dornan,3,Michael De Luca
307,Eric Johnson,2,Michael De Luca
308,Eloise Mumford,3,Michael De Luca
309,James Foley,2,Michael De Luca
310,Niall Leonard,2,Michael De Luca
311,E.L. James,3,Michael De Luca
312,Dana Brunetti,9,Michael De Luca
319,Chris Pratt,2,Michael De Luca
336,Jake Gyllenhaal,2,Michael De Luca
353,Elishia Holmes,2,Michael De Luca
370,Andrew Garfield,2,Michael De Luca
387,Marcus Viscidi,3,Michael De Luca
394,Jared Leto,2,Michael De Luca
402,Jared Leto,2,Michael De Luca
429,Stephen L'Heureux,2,Michael De Luca
434,Elishia Holmes,2,Michael De Luca
442,Patrick McKay,2,Michael De Luca
443,John D. Payne,2,Michael De Luca
449,Mike Jackson,2,Michael De Luca
474,Dana Brunetti,9,Michael De Luca
1,Wolfgang Reichmann,2,Werner Herzog
3,Wolfgang von Ungern-Sternberg,2,Werner Herzog
7,Thomas Mauch,5,Werner Herzog
8,Beate Mainka-Jellinghaus,12,Werner Herzog
14,Florian Fricke,2,Werner Herzog
15,Thomas Mauch,5,Werner Herzog
16,Beate Mainka-Jellinghaus,12,Werner Herzog
20,Wolfgang von Ungern-Sternberg,2,Werner Herzog
24,Jörg Schmidt-Reitwein,10,Werner Herzog
31,Jörg Schmidt-Reitwein,10,Werner Herzog
32,Beate Mainka-Jellinghaus,12,Werner Herzog
35,Klaus Kinski,7,Werner Herzog
41,Popol Vuh,7,Werner Herzog
42,Thomas Mauch,5,Werner Herzog
43,Beate Mainka-Jellinghaus,12,Werner Herzog
46,Popol Vuh,7,Werner Herzog
47,Jörg Schmidt-Reitwein,10,Werner Herzog
48,Beate Mainka-Jellinghaus,12,Werner Herzog
49,Bruno S.,2,Werner Herzog
52,Willy Semmelrogge,2,Werner Herzog
55,Jörg Schmidt-Reitwein,10,Werner Herzog
56,Beate Mainka-Jellinghaus,12,Werner Herzog
58,Josef Bierbichler,3,Werner Herzog
60,Clemens Scheitz,2,Werner Herzog
63,Herbert Achternbusch,2,Werner Herzog
64,Popol Vuh,7,Werner Herzog
65,Jörg Schmidt-Reitwein,10,Werner Herzog
66,Beate Mainka-Jellinghaus,12,Werner Herzog
67,Bruno S.,2,Werner Herzog
68,Eva Mattes,2,Werner Herzog
69,Clemens Scheitz,2,Werner Herzog
70,Wilhelm von Homburg,2,Werner Herzog
74,Thomas Mauch,5,Werner Herzog
75,Beate Mainka-Jellinghaus,12,Werner Herzog
76,Beate Mainka-Jellinghaus,12,Werner Herzog
77,Klaus Kinski,7,Werner Herzog
83,Florian Fricke,2,Werner Herzog
84,Popol Vuh,7,Werner Herzog
85,Jörg Schmidt-Reitwein,10,Werner Herzog
87,Klaus Kinski,7,Werner Herzog
88,Eva Mattes,2,Werner Herzog
89,Wolfgang Reichmann,2,Werner Herzog
90,Willy Semmelrogge,2,Werner Herzog
93,Jörg Schmidt-Reitwein,10,Werner Herzog
94,Beate Mainka-Jellinghaus,12,Werner Herzog
95,Josef Bierbichler,3,Werner Herzog
98,Klaus Kinski,7,Werner Herzog
99,Claudia Cardinale,3,Werner Herzog
101,Les Blank,2,Werner Herzog
106,Beate Mainka-Jellinghaus,12,Werner Herzog
107,Klaus Kinski,7,Werner Herzog
108,Claudia Cardinale,3,Werner Herzog
109,José Lewgoy,2,Werner Herzog
113,Lucki Stipetic,11,Werner Herzog
114,Popol Vuh,7,Werner Herzog
115,Thomas Mauch,5,Werner Herzog
123,Lucki Stipetic,11,Werner Herzog
124,Jörg Schmidt-Reitwein,10,Werner Herzog
125,Beate Mainka-Jellinghaus,12,Werner Herzog
131,Wim Wenders,2,Werner Herzog
137,Klaus Kinski,7,Werner Herzog
139,José Lewgoy,2,Werner Herzog
143,Lucki Stipetic,11,Werner Herzog
144,Popol Vuh,7,Werner Herzog
154,Walter Saxer,3,Werner Herzog
155,Rainer Klausmann,2,Werner Herzog
173,Walter Saxer,3,Werner Herzog
178,Lucki Stipetic,11,Werner Herzog
179,Rainer Klausmann,2,Werner Herzog
180,Rainer Standke,4,Werner Herzog
183,Lucki Stipetic,11,Werner Herzog
184,Jörg Schmidt-Reitwein,10,Werner Herzog
185,Rainer Standke,4,Werner Herzog
189,Lucki Stipetic,11,Werner Herzog
190,Peter Zeitlinger,13,Werner Herzog
191,Joe Bini,10,Werner Herzog
193,Rainer Standke,4,Werner Herzog
199,Walter Saxer,3,Werner Herzog
201,Jörg Schmidt-Reitwein,10,Werner Herzog
202,Rainer Standke,4,Werner Herzog
206,Chloë Sevigny,2,Werner Herzog
208,Harmony Korine,2,Werner Herzog
214,Klaus Kinski,7,Werner Herzog
215,Claudia Cardinale,3,Werner Herzog
217,Lucki Stipetic,11,Werner Herzog
218,Popol Vuh,7,Werner Herzog
219,Peter Zeitlinger,13,Werner Herzog
220,Joe Bini,10,Werner Herzog
230,Joe Bini,10,Werner Herzog
237,Klaus Badelt,3,Werner Herzog
239,Peter Zeitlinger,13,Werner Herzog
241,Wilhelm von Homburg,2,Werner Herzog
276,Peter Zeitlinger,13,Werner Herzog
277,Joe Bini,10,Werner Herzog
293,Erik Nelson,4,Werner Herzog
295,Peter Zeitlinger,13,Werner Herzog
296,Joe Bini,10,Werner Herzog
302,Rudolph Herzog,2,Werner Herzog
306,Ernst Reijseger,5,Werner Herzog
313,Andre Singer,4,Werner Herzog
314,Ernst Reijseger,5,Werner Herzog
315,Henry Kaiser,2,Werner Herzog
317,Peter Zeitlinger,13,Werner Herzog
326,Klaus Badelt,3,Werner Herzog
341,Les Blank,2,Werner Herzog
347,Henry Kaiser,2,Werner Herzog
349,Peter Zeitlinger,13,Werner Herzog
350,Joe Bini,10,Werner Herzog
352,Nicolas Cage,2,Werner Herzog
353,Eva Mendes,2,Werner Herzog
362,Josef Bierbichler,3,Werner Herzog
363,Herbert Achternbusch,2,Werner Herzog
371,Joe Bini,10,Werner Herzog
372,Michael Shannon,3,Werner Herzog
374,Chloë Sevigny,2,Werner Herzog
377,Herbert Golder,2,Werner Herzog
379,Ernst Reijseger,5,Werner Herzog
380,Peter Zeitlinger,13,Werner Herzog
383,Harmony Korine,2,Werner Herzog
387,Joe Bini,10,Werner Herzog
394,Erik Nelson,4,Werner Herzog
395,Ernst Reijseger,5,Werner Herzog
396,Peter Zeitlinger,13,Werner Herzog
403,Rudolph Herzog,2,Werner Herzog
406,Nick N. Raslan,2,Werner Herzog
407,Peter Zeitlinger,13,Werner Herzog
413,Michael Benaroya,2,Werner Herzog
415,Nick N. Raslan,2,Werner Herzog
416,Klaus Badelt,3,Werner Herzog
431,Erik Nelson,4,Werner Herzog
432,Mark De Gli Antoni,2,Werner Herzog
433,Peter Zeitlinger,13,Werner Herzog
434,Joe Bini,10,Werner Herzog
450,Erik Nelson,4,Werner Herzog
454,Nicolas Cage,2,Werner Herzog
457,Eva Mendes,2,Werner Herzog
461,Michael Shannon,3,Werner Herzog
462,Lucki Stipetic,11,Werner Herzog
463,Ernst Reijseger,5,Werner Herzog
465,Michael Shannon,3,Werner Herzog
470,Michael Benaroya,2,Werner Herzog
477,Andre Singer,4,Werner Herzog
478,Lucki Stipetic,11,Werner Herzog
479,Peter Zeitlinger,13,Werner Herzog
480,Joe Bini,10,Werner Herzog
488,Mark De Gli Antoni,2,Werner Herzog
490,Peter Zeitlinger,13,Werner Herzog
495,Wim Wenders,2,Werner Herzog
512,Herbert Golder,2,Werner Herzog
514,Andre Singer,4,Werner Herzog
516,Lucki Stipetic,11,Werner Herzog
521,Andre Singer,4,Werner Herzog
522,Lucki Stipetic,11,Werner Herzog
31,Robert Berson,2,René Besson
34,James Portolese,3,René Besson
42,James Portolese,3,René Besson
51,David Winkler,2,René Besson
56,Simon West,2,René Besson
62,Robert Berson,2,René Besson
66,James Portolese,3,René Besson
78,Nicolas Cage,3,René Besson
88,Nicolas Cage,3,René Besson
92,Simon West,2,René Besson
98,Nicolas Cage,3,René Besson
105,David Winkler,2,René Besson
3,Lisa Daniely,2,Brian Taylor
6,Brian Clemens,3,Brian Taylor
8,Edward J. Danziger,2,Brian Taylor
9,Harry Lee Danziger,2,Brian Taylor
16,Brian Clemens,3,Brian Taylor
17,Edward J. Danziger,2,Brian Taylor
18,Harry Lee Danziger,2,Brian Taylor
22,Lisa Daniely,2,Brian Taylor
26,Mark Grantham,2,Brian Taylor
29,John Dunsford,2,Brian Taylor
36,Brian Clemens,3,Brian Taylor
66,Mark Grantham,2,Brian Taylor
69,John Dunsford,2,Brian Taylor
77,Mark Neveldine,7,Brian Taylor
86,Skip Williamson,3,Brian Taylor
87,Jason Statham,2,Brian Taylor
88,Amy Smart,2,Brian Taylor
91,Mark Neveldine,7,Brian Taylor
94,Gary Lucchesi,4,Brian Taylor
95,Tom Rosenberg,4,Brian Taylor
96,Tom Rosenberg,4,Brian Taylor
102,Mark Neveldine,7,Brian Taylor
105,Gary Lucchesi,4,Brian Taylor
106,Richard S. Wright,2,Brian Taylor
111,Mark Neveldine,7,Brian Taylor
113,Gary Lucchesi,4,Brian Taylor
114,Tom Rosenberg,4,Brian Taylor
115,Skip Williamson,3,Brian Taylor
117,Nicolas Cage,2,Brian Taylor
121,Mark Neveldine,7,Brian Taylor
132,Mark Neveldine,7,Brian Taylor
136,Richard S. Wright,2,Brian Taylor
137,Jason Statham,2,Brian Taylor
138,Amy Smart,2,Brian Taylor
141,Mark Neveldine,7,Brian Taylor
143,Gary Lucchesi,4,Brian Taylor
144,Tom Rosenberg,4,Brian Taylor
145,Skip Williamson,3,Brian Taylor
168,Nicolas Cage,2,Brian Taylor
1,Nicolas Cage,3,Josh Cowell
11,Nicolas Cage,3,Josh Cowell
21,Nicolas Cage,3,Josh Cowell
9,Mychael Danna,2,Ryan Reynolds
20,Nancy Schreiber,2,Ryan Reynolds
25,Walt Becker,2,Ryan Reynolds
27,Dan Etheridge,2,Ryan Reynolds
30,Jonathon Komack Martin,2,Ryan Reynolds
35,Walt Becker,2,Ryan Reynolds
52,Anna Faris,2,Ryan Reynolds
70,Ramin Djawadi,2,Ryan Reynolds
93,Anna Faris,2,Ryan Reynolds
102,Emma Stone,3,Ryan Reynolds
119,Lauren Shuler Donner,4,Ryan Reynolds
143,Tim Bevan,2,Ryan Reynolds
144,Eric Fellner,2,Ryan Reynolds
145,Clint Mansell,2,Ryan Reynolds
148,Nicolas Cage,2,Ryan Reynolds
150,Emma Stone,3,Ryan Reynolds
152,Kirk DeMicco,2,Ryan Reynolds
153,Chris Sanders,2,Ryan Reynolds
165,David Dobkin,2,Ryan Reynolds
167,Nancy Schreiber,2,Ryan Reynolds
174,Dan Etheridge,2,Ryan Reynolds
183,Tim Bevan,2,Ryan Reynolds
184,Eric Fellner,2,Ryan Reynolds
185,Clint Mansell,2,Ryan Reynolds
204,David Hoberman,3,Ryan Reynolds
205,Todd Lieberman,3,Ryan Reynolds
223,Greg Berlanti,2,Ryan Reynolds
228,Rhett Reese,5,Ryan Reynolds
229,Paul Wernick,5,Ryan Reynolds
236,Morena Baccarin,2,Ryan Reynolds
240,Rhett Reese,5,Ryan Reynolds
241,Paul Wernick,5,Ryan Reynolds
242,Simon Kinberg,4,Ryan Reynolds
243,Lauren Shuler Donner,4,Ryan Reynolds
259,David Dobkin,2,Ryan Reynolds
271,Roy Lee,2,Ryan Reynolds
279,Daniel Espinosa,2,Ryan Reynolds
282,Ramin Djawadi,2,Ryan Reynolds
293,Samuel L. Jackson,3,Ryan Reynolds
301,Samuel L. Jackson,3,Ryan Reynolds
302,Gary Oldman,2,Ryan Reynolds
304,Patrick Hughes,2,Ryan Reynolds
305,Tom O'Connor,2,Ryan Reynolds
306,Mark Gill,2,Ryan Reynolds
307,Matthew O'Toole,2,Ryan Reynolds
319,Mychael Danna,2,Ryan Reynolds
353,Jonathon Komack Martin,2,Ryan Reynolds
356,Emma Stone,3,Ryan Reynolds
358,Nicolas Cage,2,Ryan Reynolds
361,Kirk DeMicco,2,Ryan Reynolds
364,Chris Sanders,2,Ryan Reynolds
372,Mark Gill,2,Ryan Reynolds
376,Gary Oldman,2,Ryan Reynolds
380,Christa Campbell,2,Ryan Reynolds
383,Josh Brolin,2,Ryan Reynolds
386,Rob Liefeld,3,Ryan Reynolds
387,Fabian Nicieza,3,Ryan Reynolds
388,Simon Kinberg,4,Ryan Reynolds
389,Lauren Shuler Donner,4,Ryan Reynolds
396,Dana Goldberg,2,Ryan Reynolds
401,Daniel Espinosa,2,Ryan Reynolds
402,Rhett Reese,5,Ryan Reynolds
403,Paul Wernick,5,Ryan Reynolds
405,David Ellison,3,Ryan Reynolds
406,Simon Kinberg,4,Ryan Reynolds
408,Josh Brolin,2,Ryan Reynolds
409,Morena Baccarin,2,Ryan Reynolds
412,Rhett Reese,5,Ryan Reynolds
413,Paul Wernick,5,Ryan Reynolds
414,Rob Liefeld,3,Ryan Reynolds
415,Fabian Nicieza,3,Ryan Reynolds
427,Rob Liefeld,3,Ryan Reynolds
428,Fabian Nicieza,3,Ryan Reynolds
429,Simon Kinberg,4,Ryan Reynolds
430,Lauren Shuler Donner,4,Ryan Reynolds
438,Greg Berlanti,2,Ryan Reynolds
446,David Ellison,3,Ryan Reynolds
447,Dana Goldberg,2,Ryan Reynolds
453,Rhett Reese,5,Ryan Reynolds
454,Paul Wernick,5,Ryan Reynolds
456,David Ellison,3,Ryan Reynolds
459,David Hoberman,3,Ryan Reynolds
460,Todd Lieberman,3,Ryan Reynolds
462,Samuel L. Jackson,3,Ryan Reynolds
466,Patrick Hughes,2,Ryan Reynolds
467,Tom O'Connor,2,Ryan Reynolds
468,Christa Campbell,2,Ryan Reynolds
470,Matthew O'Toole,2,Ryan Reynolds
477,Roy Lee,2,Ryan Reynolds
482,David Hoberman,3,Ryan Reynolds
483,Todd Lieberman,3,Ryan Reynolds
3,Ryan Reynolds,3,Emma Stone
11,Nicolas Cage,2,Emma Stone
12,Ryan Reynolds,3,Emma Stone
15,Kirk DeMicco,2,Emma Stone
16,Chris Sanders,2,Emma Stone
41,Andrew Garfield,3,Emma Stone
43,Rhys Ifans,2,Emma Stone
45,Marc Webb,2,Emma Stone
46,James Vanderbilt,2,Emma Stone
49,Stan Lee,2,Emma Stone
53,Woody Harrelson,2,Emma Stone
54,Abigail Breslin,2,Emma Stone
55,Ruben Fleischer,3,Emma Stone
56,Rhett Reese,2,Emma Stone
57,Paul Wernick,2,Emma Stone
58,Gavin Polone,2,Emma Stone
82,Ryan Gosling,3,Emma Stone
85,Ruben Fleischer,3,Emma Stone
123,Abigail Breslin,2,Emma Stone
124,Woody Harrelson,2,Emma Stone
125,Ruben Fleischer,3,Emma Stone
127,Rhett Reese,2,Emma Stone
128,Paul Wernick,2,Emma Stone
129,Gavin Polone,2,Emma Stone
131,Steve Carell,2,Emma Stone
132,Ryan Gosling,3,Emma Stone
140,Stan Lee,2,Emma Stone
141,Andrew Garfield,3,Emma Stone
145,Marc Webb,2,Emma Stone
149,James Vanderbilt,2,Emma Stone
153,Andrew Garfield,3,Emma Stone
157,Rhys Ifans,2,Emma Stone
162,Ryan Reynolds,3,Emma Stone
163,Nicolas Cage,2,Emma Stone
166,Kirk DeMicco,2,Emma Stone
169,Chris Sanders,2,Emma Stone
170,Alisa Lepselter,2,Emma Stone
175,Woody Allen,2,Emma Stone
176,Letty Aronson,2,Emma Stone
177,Stephen Tenenbaum,2,Emma Stone
178,Edward Walson,2,Emma Stone
179,Darius Khondji,2,Emma Stone
192,Alisa Lepselter,2,Emma Stone
197,Woody Allen,2,Emma Stone
198,Letty Aronson,2,Emma Stone
199,Stephen Tenenbaum,2,Emma Stone
200,Edward Walson,2,Emma Stone
201,Darius Khondji,2,Emma Stone
203,Ryan Gosling,3,Emma Stone
214,Steve Carell,2,Emma Stone
5,Frederik Du Chau,3,Kirk DeMicco
10,Andrew A. Kosove,2,Kirk DeMicco
15,Frederik Du Chau,3,Kirk DeMicco
17,Steven P. Wegner,2,Kirk DeMicco
19,Broderick Johnson,2,Kirk DeMicco
21,Nicolas Cage,2,Kirk DeMicco
22,Ryan Reynolds,2,Kirk DeMicco
23,Emma Stone,2,Kirk DeMicco
26,Chris Sanders,2,Kirk DeMicco
27,John Cleese,2,Kirk DeMicco
39,Barry Sonnenfeld,3,Kirk DeMicco
43,John Cleese,2,Kirk DeMicco
50,Steven P. Wegner,2,Kirk DeMicco
53,Frederik Du Chau,3,Kirk DeMicco
57,Broderick Johnson,2,Kirk DeMicco
58,Andrew A. Kosove,2,Kirk DeMicco
60,Barry Sonnenfeld,3,Kirk DeMicco
65,Barry Sonnenfeld,3,Kirk DeMicco
69,Emma Stone,2,Kirk DeMicco
70,Ryan Reynolds,2,Kirk DeMicco
71,Nicolas Cage,2,Kirk DeMicco
77,Chris Sanders,2,Kirk DeMicco
