,names,values
24879,Ken Li,2.743830686103356e-07
27018,Anémone,2.731379644593332e-07
15279,Ulrich Zieger,2.7295747788928214e-07
42475,Gregory S. Melton,2.725447747178246e-07
5237,Michael Sloane,2.725447747178246e-07
43547,Michel Polnareff,2.722482385640071e-07
2327,Alice Sapritch,2.722482385640071e-07
2328,Karin Schubert,2.722482385640071e-07
49726,Raj,2.717969807797137e-07
34209,B.K. Modi,2.717969807797137e-07
34204,Bhavesh Mandalia,2.717969807797137e-07
20067,Joan Blondell,2.715779948433618e-07
20069,Bryan Ryman,2.715779948433618e-07
21903,Tim LeFebvre,2.713033550589861e-07
21899,Elizabeth Keener,2.713033550589861e-07
29948,Belkis Dilligil,2.710946881587879e-07
48523,Zack Lee,2.710475567438106e-07
48521,Julie Estelle,2.710475567438106e-07
46991,Sukhdev Singh,2.710475567438106e-07
48522,Joe Taslim,2.710475567438106e-07
17394,Didier Van Cauwelaert,2.709430108164929e-07
29594,R. Madhesh,2.7080559488452933e-07
4812,Garrett M. Brown,2.708028137904268e-07
2698,Bill Bernstein,2.704580630945951e-07
23252,Clara Bellar,2.7036746829705994e-07
23188,Remy Sweeney,2.7036746829705994e-07
47933,Dog Fashion Disco,2.7036746829705994e-07
21490,Alexi Hawley,2.7036746829705994e-07
23270,Billy Crawford,2.7036746829705994e-07
12049,Selina Giles,2.6999683896825837e-07
12116,Simon Fellows,2.6999683896825837e-07
12079,James Portolese,2.6999683896825837e-07
12039,Mark Dymond,2.6999683896825837e-07
40364,Piyaros Thongdee,2.698675735799862e-07
40362,Kongdej Jaturanrasamee,2.698675735799862e-07
40365,Joe Wannapin,2.698675735799862e-07
40363,Xing Jin,2.698675735799862e-07
28103,Anneke Blok,2.6895116562542893e-07
28102,Thomas Acda,2.6895116562542893e-07
24871,Kim van Kooten,2.6895116562542893e-07
24870,Job Gosschalk,2.6895116562542893e-07
38309,Michiel Romeyn,2.6895116562542893e-07
22550,Sarah Juel Werner,2.687383918010604e-07
17532,Enzo Ungari,2.677405105165345e-07
17528,Puyi,2.677405105165345e-07
20511,Wilfred Pickles,2.677232644245802e-07
5242,Gerry Becker,2.6757167021450313e-07
5278,Greyson Erik Pendry,2.6757167021450313e-07
45682,R.E.M.,2.6757167021450313e-07
31119,Cristina Pastor,2.668630869932868e-07
38906,Carlos Latre,2.668630869932868e-07
23862,Michel Houellebecq,2.6676605894994517e-07
23874,Oskar Roehler,2.6676605894994517e-07
41182,Carl-Friedrich Koschnick,2.6676605894994517e-07
46283,Will Edwards,2.6660032784007297e-07
16698,Jim Hecht,2.6660032784007297e-07
19995,Lee Kresel,2.664187447075013e-07
35318,Kenichi Iwao,2.6622456632578497e-07
35317,Laura Bailey,2.6622456632578497e-07
37553,Hideki Kamiya,2.6622456632578497e-07
35319,Tokuro Fujiwara,2.6622456632578497e-07
37551,Noboru Sugimura,2.6622456632578497e-07
35320,Roger Craig Smith,2.6622456632578497e-07
35314,Alyson Court,2.6622456632578497e-07
37552,Val Tasso,2.6622456632578497e-07
48562,Takahiro Arimitsu,2.6622456632578497e-07
46857,Hiroyuki Kobayashi,2.6622456632578497e-07
45752,Dave Wittenberg,2.6622456632578497e-07
42509,Paul Mercier,2.6622456632578497e-07
39232,Richard Hart,2.660027725370941e-07
9372,Lucille Fletcher,2.660027725370941e-07
9384,Les Reed,2.660027725370941e-07
20487,Domenick John,2.660027725370941e-07
33767,Shailja Kejriwal,2.653937790233824e-07
47662,Muhammet Uzuner,2.653196988167163e-07
40692,Sakari Kuosmanen,2.650571694519509e-07
10498,Blake Masters,2.6479968989045156e-07
10500,Steven Grant,2.6479968989045156e-07
23864,Herbert Knaup,2.646880638274282e-07
23872,Nina Petri,2.646880638274282e-07
13201,Amanda Bearse,2.6454494852815507e-07
35962,John DeCuir Jr.,2.6454494852815507e-07
37284,Michael Burgess,2.641128853949899e-07
47794,Jennifer Spence,2.641128853949899e-07
6087,Nancy Kyes,2.637113783479482e-07
6097,Tony Moran,2.637113783479482e-07
16400,Paul Levine,2.633159069286446e-07
16398,Paul Gilman,2.633159069286446e-07
18121,Edan Gross,2.633159069286446e-07
44032,Douglas Ryan,2.633159069286446e-07
18691,Vik Sharma,2.63147223054954e-07
48647,Alejandro Bien-Willner,2.624765426274383e-07
43094,Eugenia Yuan,2.6195472136673955e-07
43095,Thanarat Poonnarattanakul,2.6195472136673955e-07
43093,Jesdaporn Pholdee,2.6195472136673955e-07
29217,Kari Sylwan,2.6147578904924836e-07
36053,Mohammad Rahmani,2.613065743485267e-07
47476,Tadashi Okuno,2.613065743485267e-07
32819,Mark Rudnitsky,2.610174649130634e-07
37346,Ron Fazio,2.610174649130634e-07
32818,Robert Prichard,2.610174649130634e-07
32816,Graham Flashner,2.610174649130634e-07
28967,Pericles Lewnes,2.610174649130634e-07
32815,Gil Brenton,2.610174649130634e-07
32820,Pat Ryan,2.610174649130634e-07
28966,Phoebe Legere,2.610174649130634e-07
32814,Janelle Brady,2.610174649130634e-07
28962,John Altamura,2.610174649130634e-07
42659,Yoshiko Miyamoto,2.610174649130634e-07
28964,Fumio Furuya,2.610174649130634e-07
28963,Rick Collins,2.610174649130634e-07
32817,Richard W. Haines,2.610174649130634e-07
20213,Rob Liefeld,2.60770235311998e-07
20216,Fabian Nicieza,2.60770235311998e-07
20395,Ted Allan,2.6022042468960715e-07
32368,Tomas Villum Jensen,2.600776423376904e-07
14033,Lee Wai Yee,2.59523083075365e-07
34510,Mac Chew,2.59523083075365e-07
26851,Blasco Giurato,2.5941340197961575e-07
14790,Nicola Di Pinto,2.5941340197961575e-07
24939,Brooke Baldwin,2.591449967249944e-07
24940,Jim Acosta,2.591449967249944e-07
24936,Ashleigh Banfield,2.591449967249944e-07
9688,Jon Greenhalgh,2.5863288052411826e-07
9713,Mariah Bonner,2.5863288052411826e-07
9711,Doug Magnuson,2.5863288052411826e-07
40563,Joakim Nätterqvist,2.583401519411573e-07
19119,Peter Flinth,2.583401519411573e-07
49710,Bryna Wilson,2.578370736400898e-07
2780,Ben Shapiro,2.578370736400898e-07
2696,Julie Bennett,2.578370736400898e-07
2705,Frank Buxton,2.578370736400898e-07
2745,Len Maxwell,2.578370736400898e-07
2741,The Lovin' Spoonful,2.578370736400898e-07
2763,Senkichi Taniguchi,2.578370736400898e-07
17381,Kristen Wilson,2.5761404778303686e-07
33763,Gisela Uhlen,2.5743061404268527e-07
33761,Klaus Löwitsch,2.5743061404268527e-07
33760,Ivan Desny,2.5743061404268527e-07
33759,Volker Canaris,2.5743061404268527e-07
21092,Wolf-Dietrich Brücker,2.5743061404268527e-07
45557,Roy Kurtluyan,2.573368023468501e-07
31799,Haris Padouvas,2.573368023468501e-07
31798,Defne Kayalar,2.573368023468501e-07
31797,Hakki Göçeoglu,2.573368023468501e-07
31795,Bahri Beyat,2.573368023468501e-07
45558,Olgun Simsek,2.573368023468501e-07
2448,Robert Young,2.5720643085180114e-07
2430,Iain Johnstone,2.5720643085180114e-07
43927,Jesús Castro,2.569966946611885e-07
43926,Edmon Roch,2.569966946611885e-07
41418,Jean Labadie,2.5686290754185375e-07
14708,Catherine Cohen,2.5686290754185375e-07
14733,Erik Orsenna,2.5686290754185375e-07
12650,Christine Elise,2.56570997030328e-07
47139,Christopher Spelman,2.565663261410821e-07
13982,Yiu Fai Lo,2.5600562581943284e-07
14025,Dan-yee Wong,2.5600562581943284e-07
13925,Emil Chau,2.5600562581943284e-07
48545,Micah Mason,2.557976100648876e-07
10494,Andy Lieberman,2.557976100648876e-07
10503,Nick Thornborrow,2.557976100648876e-07
38377,Ariadna Gil,2.547346354013754e-07
17736,Dominique Othenin-Girard,2.5472793196165193e-07
17741,Beau Starr,2.5472793196165193e-07
44874,Ramsey Thomas,2.5472793196165193e-07
5149,Shem Bitterman,2.5472793196165193e-07
26402,Mike Jefferies,2.5426909802267266e-07
12068,Ron Mael,2.5397148763722234e-07
12069,Russell Mael,2.5397148763722234e-07
9124,Jonah Hauer-King,2.5384273093690373e-07
16169,Gérard Blain,2.528707500580935e-07
18957,Cressida Cowell,2.528624709008959e-07
42845,Karim Abdel Aziz,2.5283942669369e-07
4002,Jean Cosmos,2.527409575671947e-07
22903,Hélène de Fougerolles,2.527409575671947e-07
14635,Julie Vollono,2.5239114840244196e-07
28188,Todd Jensen,2.5221315094942557e-07
6068,Ramey Ellis,2.5185985289329516e-07
6060,Alma Beltran,2.5185985289329516e-07
18212,Stephen L'Heureux,2.515922835177324e-07
26032,Adam Campbell,2.512365848980818e-07
13436,Nick Laird,2.5119851564972137e-07
13429,Laurence Clerc,2.5119851564972137e-07
46872,Endre Martin Midtstigen,2.5018049523706915e-07
46870,Rolf Kristian Larsen,2.5018049523706915e-07
41511,Magne Lyngner,2.5018049523706915e-07
46871,Tomas Alf Larsen,2.5018049523706915e-07
41510,Jan Eirik Langoen,2.5018049523706915e-07
49835,Neslihan Kus,2.4961878355434644e-07
48332,Clara Machado,2.495453450288097e-07
36606,Louise Monot,2.495453450288097e-07
36612,Alex Lutz,2.495453450288097e-07
29001,Youssef Hamid,2.495453450288097e-07
29003,Khalid Maadour,2.495453450288097e-07
29006,Manuel Alduy,2.495453450288097e-07
12593,Grégori Derangère,2.4925074804171685e-07
23443,Erminia Marani,2.488311931744472e-07
35410,Patrizia Terreno,2.488311931744472e-07
35408,Andrea Crisanti,2.488311931744472e-07
23447,Amedeo Salfa,2.488311931744472e-07
35409,Domiziana Giordano,2.488311931744472e-07
33985,Manuel Taglang,2.479860841257219e-07
33986,Alexandre Belin,2.479860841257219e-07
46783,Jean-Marie Milon,2.479860841257219e-07
23943,Brian Fisk,2.4776064724220204e-07
35879,Clive Merrison,2.4767938499210766e-07
35880,Samuel Anderson,2.4767938499210766e-07
35878,Frances de la Tour,2.4767938499210766e-07
44077,Jefferson Sage,2.4755274097709973e-07
33976,Milhem Cortaz,2.474506380912515e-07
33979,André Ramiro,2.474506380912515e-07
40567,Andrew Heffernan,2.474334267103179e-07
35683,Ignat Daniltsev,2.471120106857564e-07
23444,Aleksandr Misharin,2.471120106857564e-07
23451,Erik Waisberg,2.471120106857564e-07
23450,Arseniy Tarkovskiy,2.471120106857564e-07
43830,Margarita Terekhova,2.471120106857564e-07
43831,Filipp Yankovskiy,2.471120106857564e-07
32143,Atsushi Kubo,2.465259859031544e-07
37614,Malgorzata Foremniak,2.465259859031544e-07
37615,Jerzy Gudejko,2.465259859031544e-07
32142,Grzegorz Kedzierski,2.465259859031544e-07
32140,Dariusz Biskupski,2.465259859031544e-07
27591,Don Thompson,2.464555955117406e-07
38292,Tim Kirkby,2.4616670911679146e-07
38293,Dan Bakkedahl,2.4616670911679146e-07
38294,Eleanor Worthington-Cox,2.4616670911679146e-07
24934,M. Watanabe Milmore,2.4588715463027683e-07
45427,David Zieff,2.4588715463027683e-07
48013,Gary Gitchell,2.455784373815666e-07
49535,Diana Davis,2.455784373815666e-07
49534,Tony Brooks,2.455784373815666e-07
39617,Pam Hobbs,2.455784373815666e-07
31634,Jonathan Silberberg,2.455784373815666e-07
49537,Terry Wood,2.455784373815666e-07
48015,Dana Moore,2.455784373815666e-07
48014,Todd Moore,2.455784373815666e-07
48012,Alyse Ardell Spiegel,2.455784373815666e-07
31633,Wendy Blackstone,2.455784373815666e-07
49536,Dick Clay,2.455784373815666e-07
38783,Marc M.,2.450695810583099e-07
22336,Joyce Buñuel,2.450571962122791e-07
39227,Cathryn Harrison,2.450571962122791e-07
34481,Robert Ellis-Geiger,2.447283596532486e-07
39439,Daniela Vega,2.4456838146328597e-07
39438,Francisco Reyes,2.4456838146328597e-07
33754,Nani García,2.4456838146328597e-07
45419,Wenze Zhang,2.4427739271374874e-07
2212,Fengliang Yang,2.4427739271374874e-07
2220,Hu Jian,2.4427739271374874e-07
2207,Ma Chong,2.4427739271374874e-07
13272,Betsy Blair,2.433556569722876e-07
31210,Ron Birnbach,2.432467395354384e-07
31205,Ron Jones,2.432467395354384e-07
31203,Johnny Dawkins,2.432467395354384e-07
36147,Lauren Gottlieb,2.4285410257074794e-07
6381,Yvonne Zima,2.424126178385832e-07
48227,Chloe Csengery,2.4227738336104986e-07
45848,Lauren Bittner,2.4227738336104986e-07
45849,Christopher Nicholas Smith,2.4227738336104986e-07
45847,Jessica Tyler Brown,2.4227738336104986e-07
25856,Chete Lera,2.422245091431267e-07
48090,Ray Corasani,2.420717272670827e-07
49203,Spencer Stone,2.420717272670827e-07
7233,Dorothy Blyskal,2.420717272670827e-07
49204,Alek Skarlatos,2.420717272670827e-07
7246,Jeffrey E. Stern,2.420717272670827e-07
49205,Anthony Sadler,2.420717272670827e-07
22173,Billy Chow,2.419881802168842e-07
22202,Derek Wan,2.419881802168842e-07
22192,Shinobu Nakayama,2.419881802168842e-07
32317,Brendon Eggertsen,2.4044505766369306e-07
32302,Stephen Dunham,2.4044505766369306e-07
39910,Sermin Hürmeriç,2.4038493206285915e-07
9445,Rita Karin,2.4028169926408994e-07
9456,William Styron,2.4028169926408994e-07
12130,Johnny Holmes,2.402382951982652e-07
12014,Alan Amiel,2.402382951982652e-07
13390,Milan Kundera,2.399791558186457e-07
13395,Derek de Lint,2.399791558186457e-07
9250,Bartholomew Rose,2.3959641191123593e-07
38367,Robert Gibson,2.3959641191123593e-07
27569,Nurhan Sekerci-Porst,2.3905936026597277e-07
46058,Josh Homme,2.3905936026597277e-07
36529,Sarah Drew,2.3905046079833823e-07
12900,Andrea Gyertson Nasfell,2.3905046079833823e-07
47352,Kirby Bliss Blanton,2.388885600040879e-07
47998,K.V. Guhan,2.388253423906709e-07
9242,Rod Mullinar,2.380694404661299e-07
48970,Nimit Jitranon,2.3775573303655997e-07
27953,Pongpat Wachirabunjong,2.3775573303655997e-07
27968,Taphon Phopwandee,2.3775573303655997e-07
21601,Adrienne Ciuffo,2.3762881408712473e-07
21603,Jean-Michel Geneste,2.3762881408712473e-07
21629,Jean Clottes,2.3762881408712473e-07
21634,Julien Monney,2.3762881408712473e-07
21833,Kalina Jedrusik,2.3746864372426325e-07
45269,Jacques Witta,2.3746864372426325e-07
21832,Halina Gryglaszewska,2.3746864372426325e-07
2234,Qi Lü,2.3725542273993679e-07
11135,Edward Summer,2.3714101789149024e-07
8672,Brian Eastman,2.3675676413553887e-07
8690,Roddy Maude-Roxby,2.3675676413553887e-07
37999,Louka Minnella,2.3672193650663034e-07
37998,Olivier Bonnaud,2.3672193650663034e-07
1102,John T. Kelley,2.365679082862515e-07
13106,Aristophanes,2.365604181359601e-07
28997,Jean Bruce,2.363870120840415e-07
29000,Jean-François Halin,2.363870120840415e-07
48341,John 'FuzzFace' McMahon,2.3631520464354123e-07
38364,Alexis Bloom,2.3631520464354123e-07
48340,Adrian Lamo,2.3631520464354123e-07
21462,Colton Haynes,2.358021094630743e-07
20512,José Luis de Vilallonga,2.3553770758679623e-07
20507,Kenneth Higgins,2.3553770758679623e-07
15622,Geneviève Cluny,2.351866024277084e-07
19861,Henri Attal,2.351866024277084e-07
5043,Alexandre Bailly,2.3514957954002553e-07
4966,Bozhao Wang,2.3514957954002553e-07
5016,James Dormer,2.3514957954002553e-07
4932,Nick Powell,2.3514957954002553e-07
4985,Léonard Glowinski,2.3514957954002553e-07
22437,Harold J. Stone,2.3513879725358767e-07
14311,Ray Russell,2.3513879725358767e-07
22434,John Hoyt,2.3513879725358767e-07
22438,Diana Van der Vlis,2.3513879725358767e-07
36880,Marwan Hamed,2.3477946764414067e-07
47549,Iliana Nikolic,2.3467911977454094e-07
4475,Enrique Murciano,2.346252120986678e-07
24247,Reidar Jönsson,2.3457925511744122e-07
27135,Anton Glanzelius,2.3457925511744122e-07
24245,Per Berglund,2.3457925511744122e-07
24246,Brasse Brännström,2.3457925511744122e-07
27137,Anki Lidén,2.3457925511744122e-07
27136,Melinda Kinnaman,2.3457925511744122e-07
46226,Joel J. Richard,2.3416183329352959e-07
43758,Sidharth Shukla,2.341121797644774e-07
40277,Neha Parti Matiyani,2.341121797644774e-07
37944,Ward Perry,2.3387781394988684e-07
37940,Eric Vale,2.3387781394988684e-07
22660,Will Sanderson,2.3382794143328448e-07
22657,Ralf Moeller,2.3382794143328448e-07
43597,Terence S. Potter,2.3320116438496905e-07
31776,Rance Howard,2.3320116438496905e-07
21730,Gary LaPoten,2.3320116438496905e-07
31777,Brent Roam,2.3320116438496905e-07
31778,Marco Rodríguez,2.3320116438496905e-07
24966,George Keller,2.3299679357998566e-07
32371,Lasse Spang Olsen,2.3299679357998566e-07
30282,Jae-sun Lee,2.328409920482115e-07
46124,Jin-gyu Lim,2.328409920482115e-07
30281,Ji-Eun Lim,2.328409920482115e-07
30283,Jong-yong Lee,2.328409920482115e-07
34008,Stefania Casini,2.3275513713836025e-07
49155,Ian Hecox,2.3255713695589624e-07
46924,Alex Goyette,2.3255713695589624e-07
49531,Jamie Jacqueline McGuire,2.3255713695589624e-07
32189,Jillian Nelson,2.3255713695589624e-07
32187,Steve Marmel,2.3255713695589624e-07
46923,Marcus Johns,2.3255713695589624e-07
49154,Anthony Padilla,2.3255713695589624e-07
49532,Cameron Dallas,2.3255713695589624e-07
26569,Jan-Michael Del Mundo,2.3255713695589624e-07
26568,Josh Noyes,2.3255713695589624e-07
49263,Eric Goldman,2.3255713695589624e-07
8679,Joseph Hayes,2.3238708227763287e-07
13054,John Sharian,2.3198262029048653e-07
7856,Cully Hamner,2.318323834297872e-07
8106,Tyler Jackson,2.3180105740674792e-07
19850,Jo Prestia,2.3097758884826012e-07
7061,Jacques Davidovici,2.3078552174139163e-07
5997,Aldis Hodge,2.3076549882572218e-07
16037,Don Wiegmann,2.3068775655938704e-07
21761,Mort Abrahams,2.3064227253519463e-07
21762,Linda Harrison,2.3064227253519463e-07
23441,Aleksandr Knyazhinskiy,2.3051716854148397e-07
37763,Aleksandr Kaydanovskiy,2.3051716854148397e-07
45445,Pablo Zumárraga,2.3049590046901838e-07
20850,Benjamin A. van der Veen,2.3049590046901838e-07
17562,Pablo Guevara,2.3049590046901838e-07
22078,Samara Lee,2.3024704380147081e-07
33892,Jerry Corley,2.300833691778005e-07
33893,Rob Rose,2.300833691778005e-07
27596,Nicolas Steil,2.2894852942816333e-07
4725,Erwin Wickert,2.2894852942816333e-07
33255,Richenda Carey,2.2894852942816333e-07
33274,Torsten Wenzel,2.2894852942816333e-07
33256,Tom Kinninmont,2.2894852942816333e-07
4651,Mischa Hofmann,2.2894852942816333e-07
34257,Shawn Yue,2.287446189513319e-07
41496,Andrew Lancaster,2.2840236310101993e-07
14545,Alice Addison,2.2840236310101993e-07
14517,Daniel Nettheim,2.2840236310101993e-07
14509,Jacek Koman,2.2840236310101993e-07
14501,Wain Fimeri,2.2840236310101993e-07
22864,Ronald Bassett,2.2832720014938775e-07
22882,Michael Reeves,2.2832720014938775e-07
22869,Hilary Heath,2.2832720014938775e-07
42581,Arnold L. Miller,2.2832720014938775e-07
22877,Ian Ogilvy,2.2832720014938775e-07
37964,Naoki Ohtsubo,2.280455539209441e-07
37963,Shôgo Mutô,2.280455539209441e-07
37961,Kyôsuke Yabe,2.280455539209441e-07
10716,Anthony Overman,2.2781812725214106e-07
10724,Michael Ronald Ross,2.2781812725214106e-07
1550,Françoise Berd,2.2756653826614125e-07
14634,Martin Stringer,2.268996238759492e-07
14629,Upton Sinclair,2.268996238759492e-07
27508,Andrey Khalimon,2.2660125845739688e-07
27513,Pavel Taussig,2.2660125845739688e-07
37523,Krystof Hádek,2.2660125845739688e-07
14849,Jacques Mesrine,2.2631433711488231e-07
2362,Donald Moffat,2.2609918594348345e-07
8423,Jason Presson,2.2607681700941916e-07
8409,Eric Luke,2.2607681700941916e-07
25744,Maria Thayer,2.2598865255081145e-07
17577,David Lazer,2.2595681481725757e-07
17578,Tom Patchett,2.2595681481725757e-07
47809,Kim Arne Hagen,2.2582357273323948e-07
47811,Johanna Mørck,2.2582357273323948e-07
48019,Marthe Snorresdotter Rovik,2.2582357273323948e-07
48018,Marius Vibe,2.2582357273323948e-07
47810,Mats Stenberg,2.2582357273323948e-07
7647,Lawrence A. Bonney,2.257738491098728e-07
38373,Frank Pavich,2.2497843586359822e-07
38374,Chris Foss,2.2497843586359822e-07
38375,David Cavallo,2.2497843586359822e-07
38376,Kurt Stenzel,2.2497843586359822e-07
40251,Pamela Flores,2.2497843586359822e-07
40252,Jeremias Herskovits,2.2497843586359822e-07
40246,Adan Jodorowsky,2.2497843586359822e-07
48634,Paul Docherty,2.2497843586359822e-07
38372,H.R. Giger,2.2497843586359822e-07
49741,Ying Gao,2.2482703538256545e-07
14093,Shuying Chen,2.2482703538256545e-07
14094,Chao Lv,2.2482703538256545e-07
14092,Wei Tan,2.2482703538256545e-07
14085,Tao Yin,2.2482703538256545e-07
14089,Yan Liu,2.2482703538256545e-07
40718,Hiroyuki Kawase,2.2481270962761623e-07
39323,Yutaka Hayashi,2.2481270962761623e-07
36644,Robert Dunham,2.2481270962761623e-07
42148,Riichirô Manabe,2.2481270962761623e-07
5310,Brendan Fitzgerald,2.2479905141566882e-07
5305,Brantley Gutierrez,2.2479905141566882e-07
29016,Ali Sen,2.2431501281848066e-07
38131,Jerzy Lukaszewicz,2.242780725303264e-07
45393,Jadwiga Zajicek,2.242780725303264e-07
38135,Dorota Stalinska,2.242780725303264e-07
38134,Wieslaw Michnikowski,2.242780725303264e-07
38132,Olgierd Lukaszewicz,2.242780725303264e-07
38127,Miroslawa Garlicka,2.242780725303264e-07
38130,Henryk Kuzniak,2.242780725303264e-07
36922,Grzegorz Kuczeriszka,2.242780725303264e-07
38129,Jolanta Hartwig,2.242780725303264e-07
38128,Pavel Hajný,2.242780725303264e-07
41207,Piotr Weresniak,2.242780725303264e-07
41206,Janusz Rewinski,2.242780725303264e-07
41205,Malgorzata Kozuchowska,2.242780725303264e-07
36923,Kuba Sienkiewicz,2.242780725303264e-07
36921,Elektryczne Gitary,2.242780725303264e-07
2759,Carolyn Saxon,2.2423052134001324e-07
2715,Ben Duncan,2.2423052134001324e-07
10680,Joe Stapleton,2.2390825390464248e-07
44720,Yulian Zhao,2.2369598298700925e-07
44721,Hao Zheng,2.2369598298700925e-07
30685,Shi Bao,2.2369598298700925e-07
13094,James Doran,2.2340949158104967e-07
13098,Sue Lloyd,2.2340949158104967e-07
13093,Guy Doleman,2.2340949158104967e-07
13089,W.H. Canaway,2.2340949158104967e-07
13096,Nigel Green,2.2340949158104967e-07
34182,Akin Aksu,2.232652494817244e-07
47667,Dogu Demirkol,2.232652494817244e-07
45354,Bennu Yildirimlar,2.232652494817244e-07
45355,Hazar Ergüçlü,2.232652494817244e-07
4709,Michael Griffiths,2.2274263384827964e-07
17740,Benjamin Ruffner,2.224947282557755e-07
17743,George P. Wilbur,2.224947282557755e-07
17734,Dhani Lipsius,2.224947282557755e-07
23888,Idil Üner,2.2193187920328094e-07
23885,Ulrich Kodjo Wendt,2.2193187920328094e-07
23870,Christiane Paul,2.2193187920328094e-07
44044,Bruno S.,2.214274099814662e-07
31228,Pooja Bedi,2.21223342516811e-07
34689,Chi-kin Kwok,2.2110993618912666e-07
44421,Bo Huang,2.2110993618912666e-07
49609,Zhengyu Lu,2.2110993618912666e-07
34700,Yun Wang,2.2110993618912666e-07
49115,Zhang Wen,2.2110993618912666e-07
41996,Patrick Tatopoulos,2.2062249437899798e-07
2984,Stephen McCauley,2.2054903778710515e-07
2931,Lena Cardwell,2.2054903778710515e-07
3028,Wendy Wasserstein,2.2054903778710515e-07
28135,Jack Kerouac,2.2019691291347238e-07
37366,Nikolay Sergeev,2.198874519052738e-07
37365,Ivan Lapikov,2.198874519052738e-07
7092,Catherine Bach,2.1982260894437549e-07
1959,Johnny Sekka,2.1980398750583334e-07
1940,A.B. Jawdat El-Sahhar,2.1980398750583334e-07
1932,Michael Ansara,2.1980398750583334e-07
13414,Christopher Thompson,2.194710287652891e-07
13365,Scali Delpeyrat,2.194710287652891e-07
34604,Rob Tinkler,2.1936545634977362e-07
16877,Norman Panama,2.1892132622827114e-07
38742,Marie-Lou Sellem,2.1884980195847278e-07
37789,Sophie Rois,2.1884980195847278e-07
35677,Floriane Daniel,2.1884980195847278e-07
35679,Anne-Françoise Pyszora,2.1884980195847278e-07
1426,Yoshirô Muraki,2.1804390796114996e-07
1425,Kazuo Miyagawa,2.1804390796114996e-07
22431,Eijirô Tôno,2.1804390796114996e-07
38534,Lorraine McIntosh,2.17922071533931e-07
42799,Atta Yaqub,2.17922071533931e-07
42801,Pádraic Delaney,2.17922071533931e-07
42798,Michelle Coulter,2.17922071533931e-07
23984,Jack McGee,2.17922071533931e-07
38532,Louise Goodall,2.17922071533931e-07
32116,Ahmad Riaz,2.17922071533931e-07
42797,William Ruane,2.17922071533931e-07
33780,Gerard Kearns,2.17922071533931e-07
42795,Pilar Padilla,2.17922071533931e-07
42796,Annmarie Fulton,2.17922071533931e-07
38533,Gary Lewis,2.17922071533931e-07
32117,Shamshad Akhtar,2.17922071533931e-07
37185,Steve Evets,2.17922071533931e-07
35515,Orla Fitzgerald,2.17922071533931e-07
33781,Stephanie Bishop,2.17922071533931e-07
31931,Jonas Frederiksen,2.177255523727107e-07
31932,Jesper Winge Leisner,2.177255523727107e-07
44760,Sonja Richter,2.177255523727107e-07
47271,Tarik Ünlüoglu,2.1746101532621186e-07
47023,Mert Aran,2.1746101532621186e-07
13383,Joanne Harris,2.1722571143283386e-07
13378,Kit Golden,2.1722571143283386e-07
16872,Philip Bolden,2.1669843852091724e-07
689,Donald S. Sanford,2.158395959626655e-07
12259,Carrie Henn,2.153367110244331e-07
6428,Francesca Bertini,2.1529641245986854e-07
20058,Phyllis Logan,2.1518381663485447e-07
20063,Claire Rushbrook,2.1518381663485447e-07
2786,Chris Carter,2.1459752294485232e-07
2822,Frank Spotnitz,2.1459752294485232e-07
38651,Andrew Shim,2.1433881662490983e-07
36859,Ludovico Einaudi,2.1433881662490983e-07
26314,Walter Shenson,2.1429186330936574e-07
7895,David Aaron Baker,2.1426236924752815e-07
7923,Clifford Irving,2.1426236924752815e-07
20476,Alex Man,2.1425260299356432e-07
20479,Alan Tang,2.1425260299356432e-07
43359,Gil Parrondo,2.141345709721372e-07
14741,Anne Vernon,2.1379115152357328e-07
44826,Monique Teisseire,2.1379115152357328e-07
14707,Nino Castelnuovo,2.1379115152357328e-07
4857,J.E. Freeman,2.1376208077701273e-07
33845,Thomas Platt,2.135676565923773e-07
33849,François Chaix,2.135676565923773e-07
43969,Rhett Rooster,2.135676565923773e-07
14679,Eric Pascal Chaltiel,2.1334484773089145e-07
14686,Martin Raymond,2.1334484773089145e-07
7446,Oscar Steer,2.1332902710308175e-07
6314,Douglas Henshall,2.132209097657141e-07
13195,Ed Scates,2.1219328901665483e-07
13172,Adrian Vitoria,2.1219328901665483e-07
48275,James Youngs,2.1219328901665483e-07
7833,Alan North,2.121823665009466e-07
7849,Norman Twain,2.121823665009466e-07
40020,Norihei Miki,2.116864025016695e-07
46165,Shinchô Kokontei,2.116864025016695e-07
46164,Makoto Nonomura,2.116864025016695e-07
46163,Shang Shang Typhoon,2.116864025016695e-07
40640,V.V. Karnik,2.1127945026949239e-07
33769,Joséphine Lebas-Joly,2.1121108139282966e-07
33770,Antoine Roch,2.1121108139282966e-07
33772,Thibault Verhaeghe,2.1121108139282966e-07
9047,Ray Allen,2.1113338511174613e-07
47647,Amie Huguenard,2.1071819710250758e-07
47646,Timothy Treadwell,2.1071819710250758e-07
21622,Richard Thompson,2.1071819710250758e-07
21626,Carol Dexter,2.1071819710250758e-07
44215,Oliver Scholl,2.0973778259762118e-07
21964,Del Negro,2.0926956858026793e-07
21612,Hans Prescher,2.0926956858026793e-07
21969,Helena Rojo,2.0926956858026793e-07
21965,Ruy Guerra,2.0926956858026793e-07
19678,Mark Kruger,2.0917596138448224e-07
