,names,values
21039,Shawn Maurer,0.00023484859424009348
2114,Raquel Welch,0.00023483375228180016
2999,Craig Richey,0.00023483295167952526
484,Raoul Coutard,0.00023479800940733953
29520,Ping Bin Lee,0.00023478099643690383
1286,John Lindley,0.00023477254091637718
3855,Giuseppe Tornatore,0.00023476443406089543
15162,Lin Shaye,0.00023468852124860733
31285,Anatoliy Maksimov,0.0002346857806765377
5266,Laurie Holden,0.00023463855065924283
19384,Hiroo Johar,0.00023459453221447225
6725,Timothy Olyphant,0.0002344972346611827
2335,Claude Zidi,0.00023444202419712392
18511,Barbra Streisand,0.00023423080496407178
1708,J. Lee Thompson,0.00023418713296212553
32431,Pierre Even,0.00023415343014833063
26029,Robert Richman,0.00023404759135928349
26082,Denis Ménochet,0.00023389452016511157
27529,Greg Sestero,0.00023387092464932082
30724,Nigel Barber,0.00023385840973261365
20529,Sarah Olson,0.00023385840973261365
35773,Chris Davis,0.00023385840973261362
17662,Jeff Feuerzeig,0.00023384436309779736
17207,Russ Meyer,0.00023384436309779736
6935,Dana Fox,0.00023368393147214022
19840,Michael Davis,0.00023341675034594484
11965,Mary Kay Place,0.00023336496810703704
11569,Damon Albarn,0.00023268860407566825
21528,Shannyn Sossamon,0.000232640730698589
4389,Sisse Graum Jørgensen,0.00023256057259099012
7376,Luca Guadagnino,0.00023255672169286348
8475,Joanna Kulig,0.0002325533140107457
18280,Joe Ballarini,0.00023244344531135993
10007,Jed Kurzel,0.0002324073740189064
25262,Abbas Tyrewala,0.00023205195182234223
11057,Heather Parry,0.00023200378903215157
15119,Haley Bennett,0.0002318799170265875
6932,Lake Bell,0.00023179214457209847
3683,Jose Rivera,0.00023178315787451053
6283,Michael Benaroya,0.00023172654407953186
33631,Patrick Cassidy,0.0002316966303206239
13713,John Howard,0.00023149437054148668
1923,Alan Bates,0.00023131062632240733
5658,Don Johnson,0.00023124073878960305
4567,Jenno Topping,0.00023116428820248692
23045,Gina Torres,0.000231153081663011
7482,Gemma Jones,0.00023111955055514448
6957,Arthur Cohn,0.0002311125339325941
44205,István Major,0.0002310246596285659
1418,Shinichirô Ikebe,0.0002308934612978757
8377,Cedric the Entertainer,0.0002306741605673931
34445,Dong-Joo Kim,0.00023063449731879036
31083,Adam Wingard,0.00023056578711110474
3633,Roberto Orci,0.0002305317068832757
24640,David Brooks,0.0002304719469941207
33352,John Burgmeier,0.00023040553811809055
3204,Cliff Eidelman,0.00023035596629621022
5089,Steven-Charles Jaffe,0.00023024982291208838
9127,Jane Campion,0.00023018545826887998
9043,Ali Larter,0.0002300143072342227
6468,Alfred Gough,0.0002298801350921928
2524,James Badge Dale,0.00022970054339268783
797,Charles Grodin,0.00022947470233089658
17121,Phyllis Laing,0.00022938111513871534
42262,David Martin,0.00022937024201732985
3502,William Fichtner,0.00022920478292896767
13585,Toshirô Mifune,0.00022915539613942187
3277,Peter Segal,0.00022914707965241435
18583,Seth M. Sherwood,0.00022909513675128823
18171,Hengameh Panahi,0.00022893119061222463
33187,Emily Browning,0.00022889525265671885
6838,Andrew Macdonald,0.00022887965098735753
838,Larry Brezner,0.0002287784060847921
12460,Catalina Sandino Moreno,0.0002286065280781282
4269,Ian Hart,0.00022850188343055458
5113,Joshua Astrachan,0.0002283257058568399
1643,Arthur Conan Doyle,0.00022830843770198252
29877,Kumiko Asô,0.00022826793274004873
270,Ray Stark,0.00022815759195504706
18707,Robert Miller,0.0002278858094859104
12093,Nansun Shi,0.00022777936064325859
2686,Javier Aguirresarobe,0.0002276227450184492
38512,Stevan Filipovic,0.0002274800273057828
8609,Ronald Harwood,0.00022747846984794837
24981,Max Wiedemann,0.00022734397012001066
24980,Quirin Berg,0.00022734397012001066
39305,Martin Hawkins,0.00022730196369894105
9276,Miles Teller,0.00022729521703888448
23705,Stefano Dionisi,0.0002271038779571
7268,Chris Sarandon,0.00022689222848650573
30214,Santhosh Narayanan,0.00022681016148696776
32383,Paleis van Boem,0.00022680767465118449
2749,Michael Murphy,0.00022675121604526598
956,Audrey Hepburn,0.0002265262202881367
17537,Börje Hansson,0.0002264955639580877
16230,Sean Pertwee,0.0002263747507128813
37098,Timur Savci,0.00022628295831012736
1166,Stirling Silliphant,0.00022627137864535658
19379,Gulzar,0.0002262658654088703
4286,Benny Andersson,0.00022614963575590382
3213,Michael Barnathan,0.00022613475794126968
11308,Dom DeLuise,0.0002260175403316519
10446,Joe Anderson,0.00022600555222961912
1412,Ry Cooder,0.00022594508199229717
3794,Bobby Farrelly,0.00022575855884667044
12993,Eric Gautier,0.0002257506849053884
2343,Rainer Werner Fassbinder,0.00022570099550846859
3888,Kelsey Grammer,0.00022569338710041667
27769,Seema Biswas,0.00022566829816356474
4853,Adam Fields,0.00022554909541999774
32001,Tolga Örnek,0.00022551456530427503
30311,Alain Dessauvage,0.00022546805715746606
3309,Gary Sinise,0.00022519668405624932
4087,Bryan Singer,0.00022501950969276843
18309,John Lennon,0.00022493083681453816
36564,Guneet Monga,0.0002248000724492614
22334,Tonino Delli Colli,0.00022478196058522919
25664,Shawn Ku,0.00022465665522866668
17938,Fabián Bielinsky,0.00022458111140731567
28503,Nuri Bilge Ceylan,0.00022442838331080995
4933,Terry Rawlings,0.00022440242887628798
9067,Robert Kulzer,0.0002243387170978297
14431,Don Knotts,0.00022430537561377145
19258,Dimitrije Vojnov,0.0002242725873063757
30487,Lucas Vidal,0.00022422447847609831
4926,Daniel Pearl,0.00022411743765460976
16423,Anton Chekhov,0.0002239831971920921
732,Robert Greenhut,0.00022393013512797715
25062,Haim Saban,0.00022391941226901178
27305,Jason David Frank,0.00022391941226901178
15904,Caleb Landry Jones,0.00022386988123993567
8988,James Best,0.0002237049307580552
6611,Mary Stuart Masterson,0.00022369468527606666
3669,Alex Wurman,0.00022365068222097295
6742,Emmanuelle Seigner,0.00022363184578393994
17350,Tatyana Ali,0.00022358916187276804
7358,Lubna Azabal,0.00022352921591761808
2463,Terrence Malick,0.00022345359151363623
33398,Ana Claudia Talancón,0.00022343984114840852
42781,Emi Shinohara,0.0002232679131419243
7877,Greg Kriek,0.00022325522042394524
24837,Khalid Abdalla,0.00022316121633574547
9878,Matthew Fox,0.00022315026199449788
5129,Marianne Maddalena,0.00022303107637805912
14,Lauren Bacall,0.00022289157464119004
4085,Irène Jacob,0.0002228058559711286
2771,Jaume Roures,0.00022252239071502965
4398,Jon Bernthal,0.00022236756134519863
4581,Ji-na Yeo,0.00022235865580377714
4521,Eun-Jeong Kim,0.00022235865580377714
7994,Volker Schlöndorff,0.00022216372648098783
19475,Vishal Dadlani,0.00022208596007040063
18183,Danila Kozlovsky,0.00022205783593736052
12485,Gordon Chan,0.00022203190539030096
2943,Dan Fogler,0.00022196207115095026
9376,Dode B. Levenson,0.0002219413649982181
5279,Jack Rapke,0.00022152057066815792
3817,Freddie Jones,0.00022147171083379522
23680,Chad Allen,0.00022128183062434598
5645,Cary-Hiroyuki Tagawa,0.0002210824779846797
5292,Mark Waters,0.00022107314498579083
13392,Denis Lavant,0.00022094555170861305
23999,Claire Mathon,0.00022090755959853502
12151,Melissa Leo,0.00022070801076610184
2635,Jeremy Kleiner,0.00022065575066115533
6907,Richard Kelly,0.00022059139874928353
2469,Tom Skerritt,0.00022014957027823706
7255,Dan Gilroy,0.00022000264153106786
11827,Beth Kono,0.00021993882151567545
13085,Maryam d'Abo,0.00021990941030502123
17867,Mischa Barton,0.00021982936520685296
198,William A. Fraker,0.0002196738833484271
19431,Sunil Shetty,0.00021962588731427616
12999,John Lone,0.00021952215865245282
3564,Ted Elliott,0.00021951268822827122
1967,Martin Ransohoff,0.00021949064490659967
21324,Asif Kapadia,0.00021939667535111865
28329,Hyun Kim,0.00021936541711218486
25250,Piyush Mishra,0.00021928319390659818
7317,Stephen Sommers,0.00021925020050624812
9563,Brady Corbet,0.00021887913847838932
16816,Shane F. Kelly,0.00021878137683890357
36514,Dan Krauss,0.0002186761053977445
28666,Derya Alabora,0.0002184103138246796
25498,Atul Gogavale,0.00021840566856561448
10702,Sidonie Dumas,0.0002183681091244216
37814,Tom Kane,0.00021833294190464202
3764,Allen Daviau,0.00021830175591110875
4156,Griffin Dunne,0.00021827033480206239
14243,Antonia Campbell-Hughes,0.00021826458188402498
12523,Christopher Landon,0.00021809583891672937
19349,Sanjay Dutt,0.00021808100971030847
5978,Bonnie Curtis,0.00021787014939147903
19391,Ekta Kapoor,0.0002178237044587981
260,Albert S. Ruddy,0.00021775472379622485
1081,Jim Czarnecki,0.00021769961848047047
12649,Malcolm Campbell,0.00021749633982897542
38819,Delphine Seyrig,0.00021734258453363504
32430,Marie-Claude Poulin,0.00021733333659380922
1063,Les Weldon,0.00021732642903656617
8039,Robert Dillon,0.00021731735703788804
46082,Pavel Derevyanko,0.00021714491916207182
5454,Joe Johnston,0.00021713605157606703
11141,Ji-yong Kim,0.0002169675707369145
14014,Eric Tsang,0.0002167331804964437
14048,Sang-Woo Kwon,0.00021666575744439434
7065,Daniel Goldberg,0.0002165326910234617
1639,Herbert Ross,0.00021646889924085958
2830,James Marsh,0.0002162818503565646
2766,Paul Weitz,0.0002162393603441106
916,John Pogue,0.0002161861796849964
22451,Norm Li,0.00021607434999113267
8551,Erik Feig,0.00021583684204725312
44852,Anwar Rasheed,0.00021583099068069015
15605,Georges Bermann,0.00021568062973303278
3562,Eriq Ebouaney,0.0002156141712990878
11807,David Oyelowo,0.0002155699051824046
4019,Eric Kress,0.00021552020837128157
3267,David Permut,0.00021533804893276613
651,Robert Shaw,0.00021523752823703816
35943,Michael Stearns,0.000215131331312587
5167,Don Jakoby,0.00021510186749833718
1717,Ken Takakura,0.0002147152720204686
27823,Yuvan Shankar Raja,0.0002147088184385718
35827,Joshua Leonard,0.00021467641712517754
4807,Jason Blumenthal,0.0002146730895209395
24900,Meir Zarchi,0.00021465642064999162
808,Michael York,0.0002145566828049151
16794,Michael Peyser,0.00021453316086490512
30273,Philippe Delarue,0.00021441042448474364
1276,Sebastian Junger,0.00021438911686289205
48069,Christopher Soren Kelly,0.00021434562731063398
44301,Shaan Shahid,0.00021434562731063398
4162,Gary Ross,0.00021419410211007435
292,Geneviève Bujold,0.00021413538758480166
9978,Joachim Holbek,0.0002141256155789103
43845,Bryce Papenbrook,0.0002140636766400547
17251,Francesco Piccolo,0.00021383071683052306
16317,Justin Kurzel,0.0002134703651166717
10889,Josh Gad,0.0002133752605042024
19367,Mithun Chakraborty,0.00021326705655002785
16654,Roberto Cicutto,0.00021321001196630663
10867,Javier Cámara,0.00021314845599240657
26869,Pierre Lhomme,0.00021302228150532339
4549,Heitor Pereira,0.00021286782888782716
24907,Brad Shield,0.00021285901434155464
19360,Amar Mohile,0.00021276121339132428
19525,H. Banerjee,0.00021257717728872673
7817,Kia Jam,0.00021252257150291206
6563,Edgar Ramírez,0.00021250827761561355
9538,Patricia Highsmith,0.00021230088965011346
9783,Martin Short,0.00021226491878279798
8133,Kimberly Elise,0.0002121974691311252
5965,Thomas Gibson,0.00021196645870461955
829,Russell Boyd,0.00021189854506767955
11175,Niels Arestrup,0.0002118648796464231
18000,Christian Henson,0.00021185238088436957
4948,William Sherak,0.00021169521525147802
5144,Roland Møller,0.00021152336868368495
2502,Elliot Goldenthal,0.00021144184409570524
10718,Bill Pope,0.00021134949564071494
6221,Craig Robinson,0.00021130005092537412
8845,Walton Goggins,0.0002111751881863102
883,Arnold Kopelson,0.0002110793781433645
7809,Aksel Hennie,0.00021093868040624963
23163,Johanna Wokalek,0.00021092812203849233
3953,Russell Mulcahy,0.00021080205743983488
24339,William Brent Bell,0.00021076620859119755
7399,Louis Leterrier,0.00021059135380488135
4449,Diane Baker,0.00021045685427379583
8786,Eric Stoltz,0.00021044927922837003
24695,Sukru Avsar,0.00021040859051418191
26595,Tina Holmes,0.00021030310588560395
4361,Craig Rosenberg,0.00021030146282459818
6359,Michael Almereyda,0.0002102893697680729
7644,Johnny Mandel,0.00021010531460791945
41574,Linda Miller,0.00021010478579567922
3222,Jez Butterworth,0.0002101039366152025
6324,Philippe Martinez,0.00021003961184638787
26835,Nitin Sawhney,0.00020995654304655542
1560,Robert Katz,0.00020995005418528585
7970,Brit Marling,0.0002099399994210122
6920,James Rebhorn,0.00020987134492329537
11188,Pascal Greggory,0.00020978065733613346
5694,Erika Christensen,0.00020973358939020676
17310,Jane Seymour,0.0002096623884391022
5931,David Buckley,0.00020963866329291902
9505,Amy Berg,0.00020944106812199455
4528,Todd Lieberman,0.0002094024652811754
21944,Kevin Zegers,0.00020926233272256696
7026,Stephen Susco,0.00020898010677502138
874,Alan Hume,0.00020880211237184296
8918,Ronny Yu,0.00020879521101043716
10055,Anne Goursaud,0.0002087527473775378
1279,Anthony Katagas,0.0002087149727737211
3111,Ben Odell,0.00020860057568327807
19353,Preity Zinta,0.00020847472024775206
35826,Jon Ekstrand,0.00020838860865644732
1311,Joseph Ruben,0.00020827805587852593
31913,Srdjan Dragojevic,0.00020808100319016573
1603,David Huddleston,0.0002080234468856782
28220,Samuel Maoz,0.00020776245142746836
4352,Michael Ohoven,0.00020776209770532162
5308,Danny Gabai,0.00020770624178823602
5386,Gregory Jacobs,0.00020751986854517638
4000,Steven Chasman,0.0002074675275108639
2868,Chuck Pfarrer,0.00020745060338226454
38331,Dana Bunescu,0.00020723527895269572
25416,Luca Bigazzi,0.00020706899347456886
3393,Robert Lorenz,0.00020706486474491778
42205,Detto Mariano,0.00020702016070104132
15807,Kevin Keating,0.00020686881426630586
3785,Allen Covert,0.00020686294424493998
8465,Ti West,0.00020628098804614163
36230,Bobby Tahouri,0.00020619887490153722
12694,Steve Guttenberg,0.0002061930646157971
2841,Lee Kim,0.00020583038032895586
9666,Louis Gossett Jr.,0.0002058132881338579
18610,Mikael Persbrandt,0.00020569450098424427
5231,Damon Wayans,0.0002056938594346681
12459,Jimmy Bennett,0.000205680309591221
4132,Jim Thomas,0.00020553040968458107
44772,Hikari Mitsushima,0.00020552603402887394
2512,Christian Berger,0.0002054708901678512
44502,Ewa Smal,0.00020527389683382233
5491,Jack Kirby,0.0002052412292924987
3342,Miranda Bailey,0.00020519842171421208
37783,Lisa Gerrard,0.00020511878403184453
26902,Daniel Pemberton,0.00020508072819894806
969,Peter Sellers,0.00020507004752003542
9764,George Harrison,0.00020497365015981843
654,Harry Stradling Jr.,0.00020468793906406203
15297,Tony Randel,0.00020461755796674712
27558,Abdurrahman Keskiner,0.0002045616367409492
27545,Ashutosh Rana,0.0002045597621309589
6632,Wally Pfister,0.0002044568930768465
5845,Mary McCormack,0.000204362086058886
15105,Doug Jones,0.00020423030562308233
10133,Anne Fontaine,0.00020418700773218673
9150,Stuart Dryburgh,0.00020387857846747805
26152,Sophon Sakdaphisit,0.00020369654367601562
26149,Parkpoom Wongpoom,0.00020369654367601562
26154,Banjong Pisanthanakun,0.00020369654367601562
19780,Noia,0.00020365099415304113
11696,Jason Momoa,0.00020358583893914618
4218,Ira Newborn,0.00020356996661439206
13824,Jules Verne,0.00020333194343976867
2542,Sarah Green,0.00020325508837225657
8867,Peyton List,0.00020322511959878578
10764,Erica Lee,0.00020322466498903807
4902,Patrick Lussier,0.00020321135482779618
3531,Joaquim de Almeida,0.00020316293993322243
7067,Ioan Gruffudd,0.0002031370546977065
32251,Bill Hader,0.00020290979023310327
32359,Stefan Will,0.00020290390747661728
1632,Anthony Perkins,0.00020258894627190322
805,Joe Pantoliano,0.0002024178993781113
9901,Joby Talbot,0.0002024042821482026
348,Rospo Pallenberg,0.00020229373567352412
22185,Takeshi Kaneshiro,0.00020219817607488105
8385,Carmen Ejogo,0.00020196089941311936
4951,Sigurjon Sighvatsson,0.0002018884404127682
16527,Linden Ashby,0.00020183349751626547
11751,Thomas E. Ackerman,0.00020173383066169449
15075,Kirsten Johnson,0.00020172487843566857
10584,Taylor Kitsch,0.00020170525277632547
27784,Atul Kulkarni,0.00020166347914933144
20578,Jean Giraud,0.00020158373413943376
15570,Thomas Schühly,0.00020156217585907193
27816,Mammootty,0.0002015215295690558
18038,Shannon Elizabeth,0.00020141787010752863
4481,Mackenzie Astin,0.00020133929810110392
24948,Vincent Lindon,0.00020123750467898393
22052,Dusan Kovacevic,0.0002012241570371552
12435,Sebastian Koch,0.0002011878894034257
8218,Edward Furlong,0.0002011732739178835
25307,Thomas Wöbke,0.0002010278598631407
495,Jean Halain,0.00020086430383814565
26151,Rachael Taylor,0.00020079583857108456
180,Richard Donner,0.00020076036615976307
8857,Jaime King,0.00020065943065127333
12669,Jack Huston,0.00020059016375573887
1924,Yaphet Kotto,0.00020030977677133144
1330,Fred Ward,0.0002002660030009902
8300,Tom Everett Scott,0.00020008802269029624
1355,Freida Pinto,0.00020005640277326843
26450,Trey Parker,0.00020004311962952114
4777,Jeremy Piven,0.00020004187910145396
23837,Mac Ahlberg,0.00019991705055684715
3857,Dee Wallace,0.00019990265470731813
8460,Peter Spierig,0.00019985529978685214
8459,Michael Spierig,0.00019985529978685214
31937,Danny Krausz,0.0001997504785699093
41815,Ralph Ziman,0.00019964426041004372
28925,Jafar Panahi,0.0001994154015927278
26594,J.D. Disalvatore,0.00019929340857080782
1263,David T. Friendly,0.00019921248864586841
327,Peter Firth,0.00019908745842788214
34484,James M. Muro,0.00019896568652754597
3203,Ric Waite,0.00019896459648989493
14429,Elisabeth Harnois,0.00019884367029118725
3532,Agustín Almodóvar,0.0001987222022494202
29588,Eiichi Kamagata,0.00019869159365248137
13430,Geoff Cox,0.00019868619237272474
4326,Kevin Scott Frakes,0.00019855451345242002
19529,Sunir Kheterpal,0.0001982559624112286
3319,Courtney Love,0.00019805623670290584
70,Federico Fellini,0.00019801634447458885
241,Les Mayfield,0.00019799553741211933
11225,Matthieu Chedid,0.0001979821001453835
6629,Michael Gambon,0.00019770739231022517
24066,Madhuri Dixit,0.00019755586840625416
24051,Vasilis Vasilikos,0.00019754461882220788
16889,Zulay Henao,0.000197535660800352
22398,James Corden,0.00019739935448651505
11351,Brooke Shields,0.00019738719877423894
6442,Robert Chartoff,0.00019735830728204303
10070,Jürgen Prochnow,0.00019720026119171964
6365,Lucy Fisher,0.0001971848803286748
14874,Stein B. Kvae,0.00019717861288912322
498,Jeffrey L. Kimball,0.00019709186924915382
8094,Thaddeus Wadleigh,0.0001970808067716211
3144,Nicolas Roeg,0.00019707279131598782
17205,Joseph Chou,0.00019687418587624502
4546,Lynda Obst,0.00019675202095825587
24273,Chris Ferguson,0.00019667592124160586
6469,Brad Grey,0.00019651480111783064
25288,Guillaume Roussel,0.000196325934146802
27771,Krishan Kumar,0.00019631290128380976
10046,Johnathon Schaech,0.0001962096107326325
12589,Andrew Braunsberg,0.0001960900128856836
3436,Shea Whigham,0.00019606749221963817
20627,Gabriel Cowan,0.00019606576999966
18625,Kostas Christides,0.00019605557627248022
3820,Mike Karz,0.00019597239084769117
36188,Ileana D'Cruz,0.00019596247792564003
12783,Kenny Ortega,0.00019595536486714744
4467,Sarah Paulson,0.00019592497579983578
39994,Masashi Kishimoto,0.00019587148382645413
42309,Junko Takeuchi,0.00019587148382645413
21657,Barbara Alberti,0.00019586241004242695
7628,Asa Butterfield,0.0001958202374082229
8880,Nathan Phillips,0.00019566243433157763
9847,Kimberley Kates,0.00019562830167007086
5296,Tripp Vinson,0.00019557996217203064
29525,Itsuji Itao,0.000195560409264597
33762,Hanna Schygulla,0.00019553281548139392
29720,James Gay-Rees,0.0001954973101894367
25316,Jeff Cardoni,0.00019548296191226127
5633,Ryan O'Neal,0.00019547101929039744
740,Susan E. Morse,0.00019532589774219066
2991,Steve Oedekerk,0.0001952202863660173
16167,Steven R. Monroe,0.00019516846196537116
3089,Steven Brill,0.000195140208105478
7256,Frank Hübner,0.00019510904190306162
34787,Jung-jae Lee,0.00019510042496907919
1140,Jay Presson Allen,0.00019507739676673924
5276,Cinco Paul,0.00019507648326215
13352,Alain Dahan,0.00019506742758156414
33337,Mustafa Avkiran,0.00019488008468284603
8843,John Gatins,0.00019485653258043711
26849,Logan Marshall-Green,0.00019476953535703937
8391,Brad Fuller,0.00019474894364511714
11806,Patton Oswalt,0.00019469836819953375
2785,Kevin Loader,0.00019458265815054025
6484,Barry Josephson,0.00019455247447997635
6193,Daniel Lee,0.0001944970088435594
27749,Pankaj Kapur,0.00019448390872359988
29697,Adriana Falcão,0.00019418932265742627
10124,Sebastián Lelio,0.00019411540771963891
25881,Justin Lin,0.0001940170397067561
28882,Jesse Moss,0.00019393566045429814
31335,Jeremy Slater,0.0001939352107875703
29238,Leo Morimoto,0.000193720812253802
3642,José Salcedo,0.00019363822010547596
22141,Pascal Laugier,0.0001936339158900724
3299,Neve Campbell,0.00019362010313160694
5251,Ken Daurio,0.0001935702631959833
28098,Serra Yilmaz,0.0001935047571989809
6332,Jane Rosenthal,0.0001934844409295277
18946,Muhammad Ali,0.0001934168533399556
119,Chris Miller,0.00019341564698980107
31368,Tobin Bell,0.00019337958292723584
2331,Danièle Thompson,0.00019334953590990442
25080,Shiloh Fernandez,0.00019328363395913905
5440,Teddy Schwarzman,0.00019326519282889727
3002,Don Roos,0.0001932615069345592
11062,Tobin Armbrust,0.00019312838733275724
419,Robert Riskin,0.00019310613605313072
1219,John Toll,0.0001930753222845872
30016,Lucile Hadzihalilovic,0.00019303303082237293
6181,John Hawkes,0.00019290988864138127
7491,Frances O'Connor,0.00019277777202889203
6914,Jimmy Miller,0.00019275568901291182
1547,John Vernon,0.0001927180199673406
26310,Sam Egan,0.0001926640455987906
19445,Farhan Akhtar,0.00019252393533214515
14737,Fernando Rey,0.000192346367688089
5665,Jon Avnet,0.00019230057840529256
3970,Jim Thompson,0.00019229454632605267
3972,Leslie Urdang,0.0001921072621907624
6033,Simon Chinn,0.00019209827595618277
18091,Colin Towns,0.0001920960197380465
2733,Ron Kalish,0.0001920544480680639
42936,István Király,0.00019204430965186144
28629,Meltem Cumbul,0.00019204378157778042
22013,Hideo Yamamoto,0.00019199609751285065
3663,Reynaldo Villalobos,0.0001919946046180769
31829,Hitesh Sonik,0.00019188129511975887
46443,Miyavi,0.00019183634886220266
3020,Andy Tennant,0.0001918309923971577
39541,Nick Thune,0.00019177373319329856
25715,Jamie Chung,0.00019176668746645432
49446,Joshua James Richards,0.00019167684970192948
3362,David Dobkin,0.00019157904481559418
4979,Charlie Yeung,0.00019155635519884842
28716,Antonin Svoboda,0.0001914463516437368
2617,Jeff Wadlow,0.00019142106301695471
25305,Lars Rudolph,0.00019073008072186548
3759,Ed Solomon,0.00019058614158035136
7265,Jim Abrahams,0.00019053928554796555
3942,Jeroen Krabbé,0.00019051531757141758
28450,Demet Akbag,0.00019049333093602638
3462,Matthew Kaplan,0.00019036571114012737
5000,Stephen Campbell Moore,0.00019033921259389494
10711,Chris Matheson,0.00019025250364825387
7064,Jonathan Glickman,0.0001901979912274424
4997,50 Cent,0.0001901471464364333
7411,Roger Pratt,0.00019007176354665395
56,Anthony Shaffer,0.00018986536302842736
5617,Rudyard Kipling,0.00018982646923788895
24621,Anthony Chau-Sang Wong,0.0001898256206115107
13249,Harry Escott,0.00018981263104567465
9054,Joe Carnahan,0.00018973647013743023
9883,Kim Henkel,0.00018970295910558462
14742,Karin Viard,0.00018969611846283196
2667,Gene Wilder,0.00018968693805607005
17008,François Berléand,0.00018968586365258048
11550,Alexa PenaVega,0.00018963385141788195
3653,Robert Stigwood,0.00018952839179728367
110,Larry Gelbart,0.00018945923640409468
21525,Petter Næss,0.0001893909490383497
11209,Aleksei Rodionov,0.00018934673055541782
27252,Ravi K. Chandran,0.00018932869079327984
1064,Philip H. Lathrop,0.00018927982230190627
10830,Tatsuo Yoshida,0.00018927388584015004
3337,Jeffrey Jur,0.00018920077295394555
20600,Kazunori Itô,0.00018915031580018542
25355,Sridevi,0.00018900876442211006
13215,Tony Curran,0.00018894762540853403
17296,Shane West,0.00018892434743423078
1198,John Sayles,0.00018886849491903506
39600,Takehiro Murata,0.00018874224204915886
8726,Afonso Poyart,0.00018869199943675807
8782,Jay Scherick,0.0001886567598277949
6792,Bo Derek,0.00018848529753128526
1804,Richard Price,0.00018841373172057263
4254,Minnie Driver,0.00018807104129053696
24542,Ben Lovett,0.00018788480357164033
930,Neil Simon,0.00018779251634111038
4780,Mario Van Peebles,0.00018777087979644728
7058,Jeff Rona,0.00018776719162423697
35759,Machine Gun Kelly,0.00018769886641871016
13684,Gabriel Figueroa,0.00018754873424465284
3608,Tony Krantz,0.00018752178883737352
17017,Sami Frey,0.00018750292947815206
17844,Amir Mokri,0.00018748342321868339
40863,Sohum Shah,0.00018747050546115665
3414,Al Reinert,0.00018741599816661723
14809,Gilles Lellouche,0.00018724924569027404
3720,Neil Marshall,0.0001872479033186495
13986,Jack Maeby,0.00018721595603001924
2048,Agnès Guillemot,0.00018719231431481789
32739,Noel Clarke,0.00018717072612368636
2883,Joey Lauren Adams,0.0001870610004794923
23217,Blake Lively,0.00018703889599554286
47478,Cengiz Coskun,0.00018685446789148234
27758,Jeethu Joseph,0.00018674566124532587
6353,Adrian Biddle,0.00018660040697729893
488,William Davies,0.0001863366560800968
7344,Jennifer Ehle,0.00018632363593083402
23442,Michal Leszczylowski,0.0001863112449951948
44896,Toygar Isikli,0.00018628887023185706
10357,Aitana Sánchez-Gijón,0.0001862666071180645
9122,Lynn Collins,0.0001862200669977615
27620,Alok Nath,0.0001861740791404472
13658,Ramin Bahrani,0.0001861055553565366
2157,Natalie Wood,0.00018609561985025261
7374,Elaine Goldsmith-Thomas,0.00018604271761848756
15283,David Spade,0.00018599921731957532
32543,Mathilde Bonnefoy,0.0001859464327060384
28309,Timo Salminen,0.0001858172646038329
25107,Mukesh Bhatt,0.00018572339667491
5553,Dina Meyer,0.0001856932684197974
35557,Missy Peregrym,0.00018556845280246937
594,Richard H. Kline,0.00018553608165847353
9109,Kimberly Calhoun Boling,0.00018547071423897593
5816,David Lewis,0.00018543963225521953
231,Arthur Ibbetson,0.00018526015741185568
2799,Terence Davies,0.00018525164325972808
30835,Wendee Lee,0.00018518610497841582
11402,Dick Clement,0.0001849979300816216
6333,Mogens Rukov,0.00018490289226367
3810,Susannah Grant,0.00018486583878533105
27811,Mukesh Rishi,0.0001847777608414581
19243,L.D. Goffigan,0.0001847623111791232
5352,Michael O'Keefe,0.0001844559296919569
5882,Allen Hughes,0.00018442730413273156
5289,Bradley Thomas,0.00018432495568115775
28288,Peyman Ghassemkhani,0.00018432207927831007
881,A. Kitman Ho,0.0001842812079031121
11522,Alan Cumming,0.0001842507168518279
3634,Rossy de Palma,0.0001842266614675417
24490,Pierre Gill,0.00018422537760978845
2074,Leonard Rosenman,0.00018419468860252916
681,Doug McKeon,0.00018413761862358177
5891,Matthew Macfadyen,0.0001840644027754253
11179,Robert Bernstein,0.00018401689965033744
8389,Andrew Form,0.00018392532800782377
7984,Denis Lenoir,0.00018372193052395514
602,Wendell Mayes,0.000183688596274856
21602,Mark De Gli Antoni,0.00018368466193577438
29620,Hillary Gurtler,0.00018356964520676488
9194,Cyril Colbeau-Justin,0.00018348960908117756
39692,Matthew Heineman,0.00018340213237393778
3576,George Gallo,0.0001832548767491194
2917,Stuart Beattie,0.0001832522199206609
10833,Steve Moore,0.00018323229647482253
8514,Kevin James,0.00018302604279400467
17317,Hany Abu-Assad,0.000182787067768179
750,James Mason,0.00018275925480499013
3803,Liz Glotzer,0.00018271469659730756
7175,Vonetta McGee,0.0001825589195331195
25153,Richard Nixon,0.00018232263156389724
28393,Cahit Berkay,0.00018211183034806447
6367,John Getz,0.00018209263253371577
3526,Alfre Woodard,0.00018182647500428098
7097,Sônia Braga,0.00018182023704118284
6775,Espen Sandberg,0.0001818119691749502
6770,Joachim Rønning,0.0001818119691749502
612,Fred Schepisi,0.00018170409182281572
17386,Gian Filippo Corticelli,0.00018164856441047449
